CARRETERA,count
LV-5004,2
A-6178,2
JA-5400,2
LR-384,2
S/C/PO3603,2
CALA CONTA,2
Ma-2200a,2
DSA-418,2
HU-4401,2
DP-5807,2
LU-P-2917,2
HU-4402,2
BEN-AFELI,2
LU-642,2
Ma-4034,2
CA-5200,2
LU-P-1502,2
A-2220,2
LU-P-0905,2
LP-114,2
EP-0011,2
CVSM,2
LR-342,2
CO-5302,2
CO-7411,2
Ma-4032,2
CVO,2
DP-0203,2
LE-6453,2
LR-385,2
236-CV,2
TF 283,2
TO-1189,2
PO-214,2
BU-932,2
DSA-250,2
CV-642,2
TO-2422,2
DSA-240,2
EP-6001,2
GI-3381,2
CV-649,2
CA-4105,2
A-3212,2
CNO BLO-CA,2
TF-254,2
A-1302,2
TF-215,2
CA-7100,2
TF-324,2
CV-788,2
TF-293,2
EP-2102,2
GI-3230,2
EP-5101,2
DSA-359,2
EP-9702,2
DSA-590,2
CAMINO 122,2
A-3140,2
N-556,2
A-3218,2
TO-3162,2
CV-8630,2
N-640R,2
PO-299,2
A-2120,2
PO-232,2
CR,2
A-3008,2
S/DENOM.,2
SA-324,2
A-2602,2
A-1603,2
DSA-151,2
Z-32,2
HU-V-6441,2
DSA-136,2
CAMINO MAS,2
CV-209,2
CV-609,2
TF-165,2
CV-614,2
ZA-513,2
CA-162,2
ZA-110,2
SC-PO3603,2
VG-30,2
PO-529,2
SA-213,2
ZA-512,2
CAMINO REA,2
CC-96,2
CAÑADA,2
DSA-572,2
CA-341,2
CC-23.3,2
DSA-574,2
CA-263,2
ZA-P-2667,2
ZA-L-2692,2
CV-412,2
ZA-P-2544,2
SG-V-2115,2
EP-8502,2
CA-505,2
EL GROMO,2
CA-9107,2
CA-448,2
CA-140,2
CA-813,2
LE-4224,2
CA-182,2
SCPO3603,2
A-381R4,2
CA-522,2
CA-731,2
R. ENLACE,2
DE LLIRIA,2
PO-363,2
CV98,2
CA-322,2
ZF0251,2
EP-2900,2
GI-636-2,2
CNO MAR,2
CP-015,2
CA-614,2
CA-305,2
A-3638,2
S/C-GC,2
BI-4345,2
TO-3023,2
EP-9303,2
CAMINO 068,2
EP-9302,2
PALOMARET,2
EP-9403,2
RS-4,2
EP-4304,2
SL-7,2
CV-919,2
CO-4315,2
A-3622,2
EP-2502,2
CA-37,2
AS-382,2
SD-1,2
CAMI TORRE,2
BU-571,2
TO-3639,2
VV-10,2
PO-P-0000,2
CV-857,2
VY-2,2
CV-778,2
AS-368,2
A-3620,2
AS-261,2
EP-7005,2
AL-3407,2
LN-4,2
TIROPICHON,2
TO-3210,2
AL-5401,2
CV-905A,2
AL-7105,2
VP-9015,2
LV-5118,2
C.L.S.D.,2
AL-3405,2
CA-7101,2
J-9007,2
PO-312,2
BU-P-1324,2
ZA-P-2547,2
ZA-714,2
S/C,2
CA-5203,2
PR-1,2
ZA-702,2
EP-4201,2
CV-7470,2
GI-4491,2
EP-0205,2
EP-6201,2
AB-3001,2
AB-107,2
FV-219,2
VP-5607,2
HEREDADES,2
A-3308,2
EP-2501,2
EP-2505,2
S/DN,2
EP-2503,2
TO-2580,2
CL-625,2
EP-6518,2
EP-6503,2
LZ-506,2
VP-8801,2
A-3312,2
A-4343,2
A-3322,2
IRYDA,2
ZA-111,2
CC-5.1,2
TO-3232,2
CV-711,2
CV-7420,2
LOS PAVOS,2
P-232,2
PP-2411,2
CV9206,2
A-2234,2
LR-416,2
BI-4105,2
UNIVERSIDA,2
P-953,2
CV-796,2
PO-264,2
BU-P-4041,2
TO-1729,2
PP-9008,2
CM-3123,2
AB-304,2
CA-9005,2
BI-4244,2
GR-4202,2
CV-669,2
SG-V-3341,2
BU-V-6423,2
CV-576,2
TO-3182,2
CV-4008,2
CC-11.3,2
CV2,2
VP-1105,2
BI-3755,2
SG-V-2323,2
CM-4025,2
CV-460,2
TO-2788,2
LOCAL AMES,2
CA-681,2
SG-V-7212,2
TO-3221,2
BU-V-5113,2
CM-4018,2
SE-4400,2
CV-608,2
SE-5208,2
GI-8544,2
CC-43,2
VP-6605,2
SG-V-2311,2
CM-411,2
VP-4403,2
HU-3101,2
C-240z,2
VP-4506,2
VP-3013,2
TO-3845,2
TP-7403,2
T-319,2
TE-V-8021,2
SG-145,2
VP-3402,2
AB-611,2
ZA-P-2438,2
SG-115,2
A-7376,2
TE-V-2001,2
A375,2
SG-V-3123,2
SE-715,2
ZA-711,2
SG-P-3211,2
SG-V-6126,2
EX-373,2
CC-84,2
CV/SD,2
AB-4003,2
AB-500,2
TV-7333,2
CV66,2
CV-382,2
T-232,2
DP-7603,2
TV-7021,2
CV-316,2
TP-7402,2
A-1515,2
BI-3737,2
BI-3342,2
CV-413,2
CV-512,2
CV-516,2
CV-472,2
TE-30,2
A-1704,2
DP-5401,2
HU-7400,2
BU-703,2
CV-5964,2
T-703,2
CAMINO ASF,2
AB-203,2
TO-3091,2
TO-1280,2
VP-2005,2
A-5301,2
A-2219,2
A-8078,2
PARKING,2
CV-562,2
SE-3200,2
SO-P-3003,2
VP-2201,2
SO-P-5007,2
CC-21.2,2
CAMINO 011,2
CM-4171,2
CM-5103,2
SO-P-4004,2
VP-5606,2
AB-212,2
CM-4056,2
CC-142,2
CM-3001,2
T-233,2
CA-631,2
CV-626,2
JV-2050,2
BU-930,2
BI-3222,2
DSA-540,2
SG-V-2344,2
BI-3602,2
JH-3051,2
SE-9225,2
SE-5203,2
TF-631,2
SE-9017,2
FAITANAR,2
TV-2443,2
TE-V-1521,2
SE-8103,2
SE-9203,2
SE-9100,2
A-471R3,2
SE-8204,2
SE-8202,2
SE-9219,2
JA-5012,2
SE-3301,2
SA-601,2
BI-4401,2
A-8204,2
DSA-576,2
BU-V-6067,2
SG-203,2
SG-V-2035,2
SG-V-2041,2
VEREDA,2
ZA-P-2223,2
BI-3931,2
CV-544,2
CV-58A,2
SG-V-3212,2
ZA-P-2639,2
SG-P-2131,2
SG-413,2
JA-4401,2
SG-V-3214,2
BI-2521,2
CV-005,2
CC-8.1,2
SG-V-2416,2
SG-P-2322,2
BI-4236,2
JA-4303,2
SE-7104,2
A-8003,2
TV-3322,2
VA-800,2
CV-326,2
VP-8802,2
TV-3223,2
BU-101,2
CA-618,2
CO-4301,2
CAMI LIRIA,2
CV-555,2
TV-3541,2
CA-817,2
CV77,2
CO-4103,2
ZA-306,2
TV-2021,2
CA-275,2
VP-5805,2
TV-7048,2
CA-844,2
CO-6212,2
VP-8001,2
VP-2204,2
CA-458,2
BI-3702,2
CA-434,2
SE-9206,2
SE-3409,2
A-8082R,2
CV62,2
SE-3102,2
SE-428,2
LP-104,2
GU-226,2
SO-810,2
CA-685,2
AB-100,2
CA-446,2
CA-405,2
C.V.,2
SO-152,2
SO-P-4216,2
CA-233,2
SO-630,2
C-103,2
T-341,2
TV-3111,2
LA-6,2
VC,2
CV-50-HO,2
CAM ISIDRO,2
AL-6109,2
M-317a,2
LU-P-6601,2
M-112,2
CV-7471,2
CC-97,2
Cº. LLIRIA,2
CV-431,2
CU-3,2
CU-6,2
CV-831,2
A-366R1,2
BV-2247,2
SO-800,2
SO-P-5004,2
MA-3102,2
MA-3105,2
BU-V-1003,2
S/COD,2
MA-6408,2
MA-5406,2
CÑ-2,2
C G Nº 1,2
RE-1,2
C G Nº 9,2
CC-1.1,2
CC-107,2
AL-4403,2
LU-623,2
CC-28,2
LU-P-2801,2
CR-6441,2
LU-P-5506,2
AL-4404,2
A-1 CAMBIO,2
AL-3401,2
CR-701,2
SE-4100,2
CV-708,2
M-416,2
AE-4,2
CC-4.1,2
CN-2,2
M-545,2
GR-26 O,2
BU-143,2
DEVA,2
CV-1430,2
A-7001,2
V. SERVICI,2
LA-7,2
LA-3,2
BP-5109,2
C-670,2
RM-E11,2
BV-2202,2
LL-4,2
A-51,2
CV-754,2
MI-8,2
RM-A11,2
B-222,2
MI-5,2
LR-323,2
NV-3,2
TV-3002,2
AL-3306,2
Ma-4026,2
C. CARTAGE,2
CEMENTERIO,2
LU-P-0210,2
BV-4242,2
BV-2243,2
C-71,2
MA-3103,2
BU-811,2
MA-3110,2
A-7103,2
BU-923,2
MA-3120,2
CR-711,2
CV-721,2
CV-8151,2
RM-A10,2
AV. UNIV.,2
CV-48,2
BV-2119,2
CR-4116,2
RM-553,2
TV-7045,2
AV-P-675,2
GO-10,2
BV-5229,2
BV-4024,2
LU-P-4404,2
CAMINO TOR,2
CA-5202,2
LU-P-3906,2
A-3000,2
M610,2
EX-200,2
BA-044,2
SE-3203,2
BA-036,2
450-CV,2
SE-3412,2
E-23,2
NA-6340,2
A-4303,2
SE-4108,2
EX-105-A1,2
CVE-11,2
CV-6 EJ,2
CM-2054,2
NA-8708,2
NA-2517,2
CV-22,2
NA-6009,2
CR-611,2
LV-9124,2
CO-3301,2
CP-131,2
RM-E14,2
LE-7311,2
AV-P-417,2
CP-268,2
ZA-P-2220,2
LE-524,2
RM-D24,2
CO-8219,2
CO-5205,2
RM-B7,2
LE-S/N.-,2
A2,2
LE-6445,2
CO-5312,2
CHE-1504,2
CO-7403,2
RM-F23,2
A-1105,2
CO-3204,2
CH-1,2
CEJ-11,2
NA-123,2
GC-309,2
CR-1101,2
A-2103,2
LU-P-2604,2
AG-54,2
CV-SN,2
CV-169,2
LIBREROS,2
CAMINO CAN,2
TF5,2
SE-9202,2
OU-0520,2
P.FORESTAL,2
AB-603,2
LU-P-3907,2
LU-P-3202,2
CA-4101,2
OU-11,2
CA-3105,2
OU-537,2
AL-5403,2
TF-565,2
LU-P-3908,2
N-642a,2
A-3175,2
GC-801,2
CR-4194,2
LR-346,2
NA-8602,2
NA-653,2
AL-3301,2
A-8000,2
NA-5310,2
AV-P-703,2
NA-4401,2
AV-911,2
CAL-5,2
AL-9104,2
OU-1109,2
LU-P-0903,2
OU-1212,2
CV-154,2
CV-120,2
OU-131,2
CV-207,2
CO-3404,2
CO-3104,2
CVA,2
CÑ-1,2
Ma-5011,2
LU-P-1805,2
Ma-11A,2
P-245,2
P-240,2
NA-234,2
Ma-1022,2
NA-8304,2
CV-199,2
CV-50-AL,2
BA-141,2
TE-V-2131,2
BA-140,2
CM-3152,2
B-250a,2
OU-0303,2
BA-127,2
FV-416,2
AB-5000,2
CGH-032,2
PP-9404,2
GU-206,2
GC-702,2
NA-6053,2
NA-534,2
PP-2173,2
Me-3,2
PP-2107,2
LU-P-6602,2
CV-2280,2
TE-V-7001,2
LE-6607,2
P-940,2
NA-6220,2
AL-4101,2
CM-3213,2
NA-7110,2
Ma-1100,2
LU-P-2201,2
GU-159,2
MORELL,2
LU-934,2
FV-50,2
FV-103,2
RM-426,2
LV-9046,2
CV001,2
AS-264,2
BU-921,2
PO-222,2
AS-348,2
AV-P-713,2
CV-2311,2
CL-2,2
A-92R2,2
VALFARTA,2
VP-4000,2
GI-3091,2
LV-9121,2
A-1051R2,2
CV-50-VE,2
CV-759,2
AL-8102,2
EP-7106,2
AL-3101,2
AL-6112,2
BA-102,2
LE-6216,2
LZ-302,2
CM-2030,2
BA-142,2
GC-151,2
OU-0103,2
GC-321,2
A-1505,2
OU-0505,2
BA-017,2
EP-0508,2
OU-1115,2
CV-1860,2
GU-197,2
AV-P-510,2
LR-495,2
AV-P-625,2
CM-2007,2
AV-104,2
Ma-3321,2
N-141g,2
CV-216,2
CALA VADEL,2
AS-36,2
BV-5112,2
A-1051R1,2
SANT JOAN,2
A-1509,2
VV-4,2
CALA BASSA,2
C. VIEJO P,2
AS-341,2
BV-2137,2
CV-902,2
A-4416,2
CV DÝHORT,2
GU-249,2
SM-1,2
LOCAL-S/N,2
BENIMUSSA,2
RM-703,2
ERUNDINA,2
CS/SN,2
CAMINO LA,2
CV-27,2
BV-2155,2
LU-S/C,2
T-222,2
PR-4,2
A-3202,2
Ma-3432,2
AL-5102,2
AS-358,2
TRAMUNTANA,2
P-122,2
RM-C22,2
SO-P-4205,1
A-4025,1
GIV-6215,1
CU-V-6003,1
CM-1053,1
BERDOIAS,1
DP-5708,1
CV-1501,1
GI-3552,1
A-5076,1
CU-V-7141,1
DP-1603,1
AC-125,1
CM-2102,1
CV1495,1
SO-P-6001,1
CV-1601-38,1
CV1601-106,1
GI-3162,1
GR-6105,1
SO-P-4046,1
CU-V-2001,1
CV1601-111,1
PF SO-115,1
DP-2502,1
SE-9038,1
LOCAL PADR,1
CV 106,1
GU-969,1
SO-P-2013,1
CV-1133,1
DP-8901,1
CUV1601-69,1
CV1503,1
TE-V-8301,1
T-713,1
GI-636-6,1
LA ESCLUSA,1
DP-2105,1
TV-7003,1
SO-135,1
CV-1511,1
SO-P-4022,1
CASTRELOS,1
CV6,1
GR-J-1043,1
GU-116,1
T-734,1
DP-1905,1
CV-1507,1
CV-1105,1
GR-9104,1
CV-1505,1
S/D ARCOS,1
GI-3261,1
CV-1075,1
CV-1217,1
DP-2503,1
CV 1172,1
GI-3712,1
CV-1603-0,1
CV4,1
CV-1499,1
GR-5200,1
AC-222,1
CV-1243,1
GR-00002,1
GI-3041,1
PERIMETRO,1
CU-V-9008,1
CU-V-7037,1
DP-5805,1
CV-1516,1
CV-1601-71,1
CORNADO-SE,1
CV-1255,1
CV-1515,1
DP-4301,1
AG11,1
GRJ-1049,1
CV82,1
CV-1214,1
HU-8127,1
DP-5201,1
GI-3291,1
SAN FINX-C,1
GI-3360,1
CM-3120a,1
CV1500,1
CV-1495,1
GI-3293,1
TV-2331,1
DP-7701,1
N-634-1,1
SO-P-2014,1
CV-1510,1
CAMIÑO DA,1
GIV-5211,1
GU-251,1
HU-6110,1
CU-V-5015,1
T-300,1
DP-7601,1
DP-7309,1
STA COMBA,1
GI-3811,1
VS A-497,1
AP-8-38,1
SO-P-3009,1
ALGARROBO,1
CV73,1
GU-903,1
N547,1
N-634-Z,1
GIV-5145,1
SO-P-2102,1
GU-166,1
CV-1079,1
SO-P-6018,1
DP-4601,1
CM-2200,1
GI-3324,1
GR-008,1
CU-V-7032,1
TV-2336,1
AC-563,1
A-15-160,1
GI-3181,1
HU-8104,1
LOCAL 033,1
DP-5704,1
HATO BLANC,1
HU-9100,1
DP-3103,1
GU-418,1
CUV-37,1
GU-170,1
A-15-162,1
TP-2115,1
GR-5201,1
GIV-5238,1
GIV-5265,1
AG11- AC30,1
CM-1001a,1
DP-6702,1
CV-41850,1
GI-3163,1
GI-3192,1
GU-CV-109,1
SO-P-5022,1
A-328R1,1
SDN,1
CTRA. HONT,1
CM-0001,1
GIV-6101,1
CU-V-3131,1
LANGUEIRON,1
GR-005,1
TV-3344,1
CUV-38,1
SO-P-3106,1
SO-P-5212,1
GI-3831,1
CU-V-9141,1
GRJ-1041,1
CV1499,1
AC-448,1
DP-1702,1
M-236,1
A-4603,1
A-4136,1
CV236,1
A-8034,1
CTEULADA,1
CV-TOLLOS,1
LU-119,1
AB-217,1
CV53,1
C.PMINGUEZ,1
CC-13.4,1
DEL MOLINO,1
LLOM CERV.,1
CHE-0101,1
A-4021,1
CV-459,1
A-3636,1
A-4613,1
A-3626,1
A-4409,1
A-4406,1
A-3316,1
A-3112,1
A-3114,1
A-4007,1
A-4010,1
A-3602,1
A-4119,1
AB-104,1
A31,1
CM-3208,1
C/ALVAREZ,1
N232A,1
DISEMINADO,1
ZA-P-2431,1
ZA-P-2447,1
BI-4521,1
BI-4343,1
ZA-V-2528,1
ZA-611,1
VP-9008,1
ZA-103,1
N-620A,1
ZA-P-2432,1
VA-11,1
DE LA CRUZ,1
ZA-V-2105,1
VA-601,1
CAÑADAREAL,1
ZA-102,1
CVFUENDTOD,1
VP-4004,1
VP-9103,1
VP-5508,1
ZA-P-2665,1
CAMI-3,1
ZA-L-2565,1
ZA-V-2314,1
LAS CUEVAS,1
A-1307,1
CAMIO,1
A-2603,1
CV-00,1
CT PANTANO,1
CAM LLANO,1
CV SN,1
CV-473,1
GRUPO LOCA,1
T. PICHON,1
APOLO,1
CALLE ALCO,1
ONIL.TIBI,1
CAMÍ POU,1
CM-001,1
CV-8520-N,1
IRIADA,1
IE035,1
MILLANARES,1
CV-8370,1
CTRA TUBOS,1
TUBOS,1
CV-823,1
CAMI MAHON,1
CV-7170,1
CAMIPE77,1
VIA CAMINO,1
S.ISKDRO,1
GRANJA CAT,1
AL-8101,1
AL-3116,1
A-1175,1
CVE-10,1
C FAITANAR,1
CV-618,1
CVE-1,1
AL-4406,1
L'ALBA,1
AL-9108,1
CH0-1,1
PT S VICEN,1
CORREDOR,1
CAMINO AVE,1
CMN DEL 2,1
CV9231,1
AB-2016,1
CHARCO SEC,1
AB-301,1
CM-3251,1
AB-106,1
C/V ROBLE,1
LA BRAÑA,1
RAMAL CV-3,1
AB-5020,1
BOLINCHES,1
AB-103,1
CV TERRIZO,1
CM-3264,1
C.S. ISIDR,1
ARROBA DE,1
BERNADA,1
PLAYA TAV,1
CAMINO LO,1
DERRAMADOR,1
LAS CASICA,1
REAL,1
VEREDA S.,1
PUENTE Nº8,1
MOLINOS,1
CACHAPET,1
CAMPILLOS,1
VEREDA QUI,1
REQUENA,1
C.EL FONDÓ,1
ALMAJARETA,1
ZA-123,1
BI-4523,1
C. CASTROV,1
CAMINO 195,1
CV-6170,1
CV-641,1
URB LAS 12,1
CAMINO 043,1
CAMINO 149,1
CAMINO 008,1
CAMINO 126,1
ZA-P-2556,1
CV1601-113,1
CAMINO 085,1
CAMINO 100,1
CAMINO 010,1
CAMINO 076,1
CAMINO 167,1
C/ RESSOL,1
A68,1
C. PEDRERA,1
CAMINO BAR,1
CV-4131,1
PARDINES,1
CIRERER,1
ALMOINES,1
N-2r,1
CV-BARBOLE,1
CAMNO,1
Z-40/A-23,1
CNO. LIRIA,1
CAMI REAL,1
CV-5240,1
SENIADES,1
CV-672,1
TO-1263,1
TO-2033,1
CAMINO 052,1
CAMINO 145,1
A-2710,1
A-2514,1
A-2707,1
TE-V-9022,1
TE-25,1
CAMIN LAGO,1
VERTEDERO,1
CV-483,1
CAMINO 002,1
CAMINO 139,1
TO-1194,1
CAMINO 120,1
CAMINO 020,1
CAMINO 177,1
CAMINO 001,1
CHT 003,1
CAMINO 153,1
C. MONZÓN,1
CAMINO 183,1
C.FUENTE A,1
CAMINO 131,1
H-9009,1
CAMINO 128,1
CAMINO 102,1
CAMINO 147,1
CAMINO 144,1
CAMINO 014,1
CAMINO 137,1
CAMINO 174,1
CV-1568,1
UTEBO/GARR,1
CV-323,1
Cº FRARES,1
VP-8002,1
A_221,1
LA PEA,1
0 CAMI TUL,1
CV-347,1
GR-90,1
CV-304,1
CV-445,1
VA-602,1
A-2508,1
VP-5012,1
CL-602a,1
CAM. ASFAL,1
ZA-921,1
VP-8901,1
VP-3005,1
LA PARRA,1
VP-5804,1
CV.ZARATAN,1
C. VIEJO,1
ZA-V-2641,1
ZA-L-2671,1
CM SANTOVE,1
BI-4514,1
BI-3108,1
BI-3122,1
BI-3103,1
BI-638,1
BI-3481,1
BI-3791,1
ZA-P-2545,1
EL PALMAR,1
5R6757,1
AV. GANDIA,1
CV35 -N234,1
Cº COSTERA,1
CV-5011,1
CAMINO TIE,1
CV-578,1
BIXQUERT,1
LA GRANJA,1
Cº MARENYS,1
A124,1
DIPUTACIÓN,1
AV TEXTIL,1
VV-2019,1
Z-412,1
PALMA,1
V30/CV371,1
CNO ZAMBUC,1
1A,1
CV-381,1
LA PRESA,1
CMO TIERRA,1
CNO LA MAR,1
CAMI LA MA,1
CNOLLIRIA,1
Z-453,1
A127,1
345F,1
A-2305,1
A1208,1
C LA MALVA,1
DEL PLA,1
Cº. RUEDA,1
AL-6104,1
AL-8100,1
A-1182,1
CAULINA,1
BENAFELI,1
ERMITA,1
CAMINO 215,1
CMO. PRADO,1
ALGAIDA,1
HONORIO,1
CA-4108,1
CC-12.4,1
CNº RINCÓN,1
CA9005,1
CA-3102,1
CA-3111,1
A-9005,1
CA-9109,1
CAMINO 234,1
CAMINO 241,1
CV-2202,1
MASADAS,1
CAMINO 237,1
CHT Nº 1,1
Cº FOSA PA,1
Cº BLO-CAL,1
TO-2988,1
CM4133,1
CV-136,1
CNO ERMITA,1
TO-1451,1
CV 137,1
CV-113,1
SARRATELLA,1
CAMINO 057,1
TRES PIEDR,1
CA-9206,1
TO-3225,1
CARROS,1
CC-118,1
CAMINO GEN,1
CC-94,1
C.S.FELIPE,1
CAMINO SD,1
CAMI PALME,1
MONTECASAR,1
CC-55.3,1
CC-86,1
PASCUALAS,1
CC-123,1
CM. XOPERO,1
CHT Nº 2,1
CC-22.6,1
C CUARTO,1
CA-6106,1
N-225 A,1
EX355,1
CAM GARROF,1
CC-160,1
CAMÍ REAL,1
C.G. N. 9,1
TO-3268,1
CC-55.1,1
CAMINIO SD,1
CAM CEMENT,1
CC-177-01,1
01-TORIL-S,1
CC-19.4,1
PIEDRA BUE,1
CM4051,1
CAMINO 209,1
TE-V-9121,1
CO-5100,1
CO-8403,1
CO-4308,1
A-3225,1
CO-3304,1
TE-V-8321,1
A-453R1,1
TE-53,1
CP-134,1
CH-21,1
CO-6303,1
CP-188,1
CO-3300,1
HORCONERA,1
CP-1400,1
CV-PRESEDO,1
LA FINCA,1
C.TEJERÍA,1
SIN. DEN.,1
CM-021,1
CM-0026,1
DP-0903,1
AC-451,1
A-2409,1
DP-1301,1
AC-304,1
DP-1401,1
DP-1501,1
AC-141,1
DP-9202,1
CAM.SOLANA,1
LA MINA,1
CO-4202,1
A-1410,1
CV 10,1
N 340,1
CAMINO MON,1
CV-1481,1
CNO COLL,1
CNO CERVER,1
C.FORESTAL,1
TE-V-3,1
A-1507,1
CORONEL,1
CV-2181,1
NOUS,1
A-1703,1
CV-173,1
LAS TRINCH,1
CAMO. V AL,1
CO-3305,1
CV-1605,1
CR-414,1
CR-5043,1
CV-133,1
CR-6321,1
CR-7111,1
TE-V-1008,1
CR-7121,1
CM-4122,1
CV-122,1
CR-640,1
CV-109,1
TE-V-8001,1
CO-6217,1
CC-147,1
BU-V-6278,1
AL-5101,1
CAMIN RURA,1
LSM,1
N430,1
CLA,1
6777Y766,1
BA-094,1
MO.01,1
C. CEMENT,1
HORNA- CIG,1
AVENIDA,1
SIN DEN,1
HR01,1
CGH-009,1
CHG-045,1
BA-047,1
CHG-051,1
CHG-011,1
SECUNDARIO,1
CMO R.E.,1
CGC,1
BA-162,1
G.R. 114,1
CGH051,1
N332A,1
N-332A,1
E1,1
S BOU,1
KANE,1
CAMI CARAB,1
SACABANETA,1
Ma-3423,1
C-3322,1
EMBALSE G,1
PISTA DE S,1
CV-307,1
CAMINAS,1
CVE-13,1
AL-6102,1
CVE-2,1
MARJALETES,1
CAL-2,1
CAL-9,1
CV-313,1
CAMI RESAL,1
CPTDAPINA,1
Cº.GOSSOS,1
CEJ-18,1
"CV-58 ""a""",1
FUENTE OJO,1
AV-P-132,1
AV-P-115a,1
BA-032,1
AV-P-207,1
C. ERMITA,1
CNA-1,1
CV-50 ANTI,1
AV-P-413,1
AV-P-656,1
AV-P-530,1
CASTAÑAR,1
AV-P-508,1
AV-P-534,1
CGH,1
AL.01,1
A66,1
CAMINO USE,1
CRTA,1
C. COMUNES,1
C MESQUIDA,1
CV-5455,1
SÝAMARADOR,1
SA MARADOR,1
Ma-1O,1
Ma-1130,1
CV-3845,1
BV-5202,1
PENVA,1
BV-1489,1
BV-5215,1
CºRIOLA,1
BV-4347,1
BU-12,1
CNO LLUTXE,1
BU-V-7444,1
BU-V-4042,1
SONMARIMON,1
CR-GANDIA,1
BU-122,1
CALDERAS,1
ARAÑA,1
C LLIRIA,1
MONCADA,1
BU-134,1
VV-S-MED,1
CAMI SALT,1
PEÑA AMAYA,1
BU-V-5545,1
CL-620,1
BU-V-5505,1
BU-640,1
DVDLLS,1
CV CALA MA,1
C3322,1
Ma-3201,1
CALANBLANE,1
Ma-3241,1
HORTA A FE,1
FORMENTERA,1
PM-0001,1
Ma-2111A,1
Ma-3442,1
Cf-1,1
CV-421,1
MACIA,1
CAS XOT,1
CAMTORTOVA,1
Me-16,1
Ma-3200,1
MA20,1
CV ES CANA,1
PUERTO OES,1
CVCT,1
C.V. DE SA,1
CAMCALDERE,1
PORTIXOL,1
CV BELMUNT,1
SAN LORENZ,1
BENIRR,1
CAMINO VIE,1
BINIPARREL,1
BINISAFULL,1
FURNET,1
S'ESGLESIA,1
ATZARO,1
SA VORERA,1
OU-0528,1
SE-3308,1
CV-81 CS,1
LU-P-2804,1
NÚCLEO URB,1
CV-861,1
CAMINO ALM,1
C. VILLENA,1
LU540,1
LU-P-3903,1
CASAGRANDE,1
CV-7982,1
LU-P-4702,1
LU-P-5301,1
CV-807,1
SANTA MART,1
V1,1
LU-107,1
CAMINO ALI,1
SERVIOLA,1
CV-7362,1
C. ASPE,1
LU-P-2602,1
CV 851,1
CV-858,1
CAMINO A V,1
LU-151,1
CV895,1
LU-P-2303,1
CV860,1
CMN.SIERRA,1
LU-P-2610,1
PAREDON,1
CV-867,1
C.G.2.3,1
CV-719,1
CV773,1
CAMINO MOT,1
CV800,1
CAMINO TOL,1
CABAÑA,1
M-822,1
CV-YEGUARI,1
CV S/D,1
CV-04,1
AB-206,1
AB-407,1
AB5010,1
CM3226,1
CM3201,1
S/D-VIV,1
LU-P-6511,1
CV-09,1
M-951,1
RE-12,1
CABEZOS,1
AB-5029,1
AB-209,1
CB,1
LU862,1
AB-515,1
AVD UNIVER,1
CTR. JUAN,1
VIEJO FORT,1
LU-127,1
CAMINO SOL,1
LU-P-5705,1
LU-P-6002,1
CAMINO CAÑ,1
S. PASCUAL,1
LU-P-6402,1
CM-320,1
AB-510,1
HTA. GALLO,1
CAMINO CUE,1
LU-P-6513,1
CM-3215,1
El Campill,1
CHS,1
C.PEÑARRUB,1
CV-829,1
CAMINO CAS,1
CANAL S.3,1
LE-5629,1
LE-6609,1
PISTA C-5,1
LE-4313,1
LE-5413,1
EX-360,1
BA-071,1
CAMINO JOY,1
BA-088,1
LE-6706,1
BA-096,1
C. ARROYO,1
LE-7518,1
LE-4618,1
CAMINO VIL,1
N-006A,1
CHMS-4,1
DEL PERAL,1
LU- S/N,1
BARRANCO,1
C REAL ESP,1
CRE,1
EX-351-A,1
C.RANCH.,1
BA-144,1
CHG-040,1
BA-048,1
BA-V-7113,1
EL COTO,1
EX-364,1
CHMS-8,1
LE-5213,1
CCM,1
CGH-054,1
HUERTA MUR,1
POL CAMPON,1
AV-P-112,1
LE-5236,1
L-911,1
CAMINO ALB,1
A-1200,1
LR-331,1
CEJ-14,1
AL-1178,1
AL-9025,1
LR-415,1
CAMINO JUN,1
LR-450,1
LV-9042,1
LR-252,1
LU-P-0607,1
CAL-1,1
LU -546,1
CHO-1,1
AL-6403,1
CAMINO S-1,1
CEJ-17,1
LR-382,1
CE-19,1
LR-113A,1
AV-P-203,1
AV-P-309,1
AV-P-206,1
AV-P-126,1
L-241,1
C-563,1
CAMINO FOR,1
GARBANZAL,1
AV-P-403,1
LV-3028,1
AV-P-539,1
LR-319,1
AV-P-405,1
PISTA F.,1
CEJ-15,1
M513,1
AB-701,1
HU-3201,1
AV,1
CV-389,1
CV-450,1
Cº LA MAR,1
CMNO HONDO,1
CºLLIRIA,1
CARRILBICI,1
VIA CICLIS,1
URB. PILAR,1
A356,1
GARROFERA,1
AIGUABLANC,1
Cº CANYAES,1
LA MURTA,1
CV300,1
CABEZUELAS,1
C. BASE,1
CASABLANCA,1
A-356R,1
CAMIANAHUI,1
VP-9905,1
VP-9011,1
A-7076,1
SC-VA-4,1
VP-9904,1
A377,1
A-355R1,1
A92,1
A355,1
LLACUNA,1
VP-8005,1
MA-4103,1
BODEGAS,1
VP-1103,1
CV-507,1
AHILLAS,1
LA FONT,1
CV-434,1
N-337A,1
A-4402,1
CM401,1
CNO. VLCIA,1
MOJONANTEL,1
MASALFASAR,1
CºASFALT,1
CM-322,1
